circbank	hg19	hg38	aliasID	exonNumber	Exons	circType	splicedLength	Assembly	geneID	geneSymbol	bestTranscriptID	Biotype	Tissue	Age	samples	HighConfidence	source
hsa_ASAP1_0014100	chr8:131164981-131193126|-	chr8:130152735-130180880|-	"hsa_circ_0008934	hsa_circASAP1_058	hsa-ASAP1_0002"	6.0	"131164981-131165051	131172109-131172210	131179781-131179868	131181237-131181313	131191509-131191595	131192996-131193126"	Exon-Exon	550	hg19	ENSG00000153317.10	ASAP1	ENST00000518721.1	protein_coding					
hsa_EFR3A_0003700	chr8:132952745-132958880|+	chr8:131940498-131946633|+	"hsa_circ_0135761	hsa_circEFR3A_003	hsa-EFR3A_0001"			Exon-Exon	425	hg19	ENSG00000132294.9	EFR3A	ENST00000522709.1	protein_coding					
hsa_ZFAT_0008400	chr8:135612678-135622898|-	chr8:134600435-134610655|-	"hsa_circ_0007209	hsa_circZFAT_004	hsa-ZFAT_0009"	4.0	"135612678-135612911	135613719-135615176	135620971-135621122	135622712-135622898"	Exon-Exon	2027	hg19	ENSG00000066827.11	ZFAT	ENST00000520727.1	protein_coding					
hsa_PTK2_0007400	chr8:141710989-141716304|-	chr8:140700890-140706205|-	"hsa_circ_0005273	hsa_circPTK2_113	hsa-PTK2_0021"	3.0	"141710989-141711121	141712668-141712806	141716217-141716304"	Exon-Exon	357	hg19	ENSG00000169398.15	PTK2	ENST00000395218.2	protein_coding					
hsa_PTK2_0036800	chr8:141828375-141900868|-	chr8:140818276-140890769|-	"hsa_circ_0005982	hsa_circPTK2_024	hsa-PTK2_0017"	8.0	"141828375-141828453	141828978-141829119	141840570-141840625	141856358-141856421	141856697-141856777	141874410-141874498	141889569-141889736	141900641-141900868"	Exon-Exon	899	hg19	ENSG00000169398.15	PTK2	ENST00000395218.2	protein_coding					
hsa_TSNARE1_0004700	chr8:143425326-143427253|-	chr8:142343965-142345892|-	"hsa_circ_0006060	hsa_circTSNARE1_006	hsa-TSNARE1_0001"	2.0	"143425326-143425833	143427103-143427253"	Exon-Exon	657	hg19	ENSG00000171045.10	TSNARE1	ENST00000524325.1	protein_coding					
hsa_PCM1_0030000	chr8:17842955-17851128|+	chr8:17985446-17993619|+	"hsa_circ_0136060	hsa_circPCM1_041	hsa-PCM1_0006"	5.0	"17842955-17843128	17843467-17843596	17847367-17847488	17849050-17849209	17850991-17851128"	Exon-Exon	719	hg19	ENSG00000078674.13	PCM1	ENST00000325083.8	protein_coding					
hsa_PCM1_0032000	chr8:17847367-17872349|+	chr8:17989858-18014840|+	"hsa_circ_0136066	hsa_circPCM1_048	hsa-PCM1_0061"	10.0	"17847367-17847488	17849050-17849209	17850991-17851128	17863771-17863906	17867055-17867253	17868117-17868177	17868745-17868875	17869175-17869336	17871472-17871545	17872092-17872349"	Exon-Exon	1431	hg19	ENSG00000078674.13	PCM1	ENST00000325083.8	protein_coding					
hsa_ARHGEF10_0004900	chr8:1824736-1857636|+	chr8:1876570-1909470|+	"hsa_circ_0083265	hsa_circARHGEF10_015	hsa-ARHGEF10_0007"			Exon-Exon	1461	hg19	ENSG00000104728.11	ARHGEF10	ENST00000518288.1	protein_coding					
hsa_FGFR1_0002400	chr8:38282026-38315052|-	chr8:38424508-38457534|-	"hsa_circ_0084007	hsa_circFGFR1_005"			Exon-Exon	1018	hg19	ENSG00000077782.15	FGFR1	ENST00000425967.3	protein_coding					
hsa_KAT6A_0003800	chr8:41832221-41845081|-	chr8:41974703-41987563|-	"hsa_circ_0084089	hsa_circKAT6A_005	hsa-KAT6A_0002"	6.0	"41832221-41832340	41834525-41834845	41836159-41836295	41838363-41838445	41839356-41839472	41844972-41845081"	Exon-Exon	882	hg19	ENSG00000083168.5	KAT6A	ENST00000396930.3	protein_coding					
hsa_SPIDR_0006700	chr8:48308935-48353104|+	chr8:47396375-47440542|+	"hsa_circ_0136657	hsa_circKIAA0146_013	hsa-SPIDR_0001"	3.0	"48308935-48309186	48320422-48320523	48352884-48353104"	Exon-Exon	572	hg19	ENSG00000164808.12	SPIDR	ENST00000297423.4	protein_coding					
hsa_PRKDC_0025300	chr8:48752576-48766775|-	chr8:47840015-47854214|-	"hsa_circ_0084327	hsa_circPRKDC_228	hsa-PRKDC_0109"	5.0	"48752576-48752750	48761714-48761864	48761939-48762064	48765233-48765345	48766643-48766775"	Exon-Exon	693	hg19	ENSG00000253729.3	PRKDC	ENST00000314191.2	protein_coding					
hsa_UBE2V2_0001500	chr8:48955592-48956186|+	chr8:48043032-48043626|+	hsa-UBE2V2_0002			Exon-Intron	594	hg19	ENSG00000169139.7	UBE2V2	ENST00000520809.1	protein_coding					
hsa_PCMTD1_0006800	chr8:52773404-52773806|-	chr8:51860844-51861246|-	"hsa_circ_0001801	hsa_circPCMTD1_004	hsa-PCMTD1_0002"	1.0	52773404-52773806	Exon-Exon	402	hg19	ENSG00000168300.9	PCMTD1	ENST00000360540.5	protein_coding					
hsa_CHD7_0000800	chr8:61653817-61655656|+	chr8:60741258-60743097|+	"hsa_circ_0084582	hsa_circCHD7_003	hsa-CHD7_0007"	1.0	61653817-61655656	Exon-Exon	1839	hg19	ENSG00000171316.7	CHD7	ENST00000423902.2	protein_coding					
hsa_ERICH1_0001900	chr8:618597-624047|-	chr8:668597-674047|-	"hsa_circ_0136839	hsa_circERICH1_006	hsa-ERICH1_0001"	2.0	"618597-618792	623288-624047"	Exon-Exon	954	hg19	ENSG00000104714.9	ERICH1	ENST00000262109.7	protein_coding					
hsa_chr8_0394500	chr8:62448902-62453547|+	chr8:61536343-61540988|+	hsa-ASPH_0022	1.0	62448902-62453547	Intergenic-Intergenic	4645	hg19									
hsa_YTHDF3_0001200	chr8:64098705-64100303|+	chr8:63186146-63187745|+	"hsa_circ_0084620	hsa_circYTHDF3_005	hsa-YTHDF3_0001"	1.0	64098705-64100303	Exon-Exon	1598	hg19	ENSG00000185728.12	YTHDF3	ENST00000542911.2	protein_coding					
hsa_MYBL1_0002900	chr8:67504674-67514758|-	chr8:66592439-66602523|-	"hsa_circ_0005883	hsa_circMYBL1_004	hsa-MYBL1_0001"	7.0	"67504674-67504779	67505354-67505429	67507817-67507992	67509564-67509785	67511284-67511377	67513932-67514004	67514652-67514758"	Exon-Exon	847	hg19	ENSG00000185697.12	MYBL1	ENST00000522677.3	protein_coding					
hsa_CSPP1_0026100	chr8:68044185-68049838|+	chr8:67131950-67137603|+	"hsa_circ_0003388	hsa_circCSPP1_058	hsa-CSPP1_0011"	2.0	"68044185-68044315	68049690-68049838"	Exon-Exon	278	hg19	ENSG00000104218.9	CSPP1	ENST00000412460.1	protein_coding					
hsa_RUNX1T1_0008100	chr8:93026806-93093521|-	chr8:92014578-92081293|-	"hsa_circ_0137310	hsa_circRUNX1T1_005	hsa-RUNX1T1_0040"			Exon-Exon	613	hg19	ENSG00000079102.12	RUNX1T1	ENST00000522467.1	protein_coding					
hsa_STK3_0015700	chr8:99718694-99735197|-	chr8:98706466-98722969|-	"hsa_circ_0005934	hsa_circSTK3_012	hsa-STK3_0047"	2.0	"99718694-99718862	99719374-99735197"	Intron-Exon-Intron	15991	hg19	ENSG00000104375.11	STK3	ENST00000523601.1	protein_coding					
hsa_STK3_0015900	chr8:99718694-99761618|-	chr8:98706466-98749390|-	"hsa_circ_0085045	hsa_circSTK3_008	hsa-STK3_0005"	3.0	"99718694-99718862	99719374-99719539	99761503-99761618"	Exon-Exon	448	hg19	ENSG00000104375.11	STK3	ENST00000523601.1	protein_coding					
hsa_STK3_0017800	chr8:99733301-99761618|-	chr8:98721073-98749390|-	hsa-STK3_0074			Intron-Exon-Intron	28317	hg19	ENSG00000104375.11	STK3	ENST00000518165.1	protein_coding					
hsa_ZNF462_0001300	chr9:109685634-109697902|+	chr9:106923353-106935621|+	"hsa_circ_0137649	hsa_circZNF462_002	hsa-ZNF462_0004"	5.0	"109685634-109685884	109686413-109692040	109692805-109692970	109694546-109694830	109697783-109697902"	Exon-Exon	6445	hg19	ENSG00000148143.8	ZNF462	ENST00000457913.1	protein_coding					
hsa_CDK5RAP2_0007800	chr9:123199572-123253755|-	chr9:120437294-120491477|-	"hsa_circ_0137794	hsa_circCDK5RAP2_013	hsa-CDK5RAP2_0028"	13.0	"123199572-123199805	123201676-123202250	123205897-123206020	123210172-123210404	123215733-123216151	123220727-123220900	123222849-123222945	123230137-123230275	123232388-123232498	123234025-123234156	123239627-123239728	123249571-123249715	123253584-123253755"	Exon-Exon	2644	hg19	ENSG00000136861.13	CDK5RAP2	ENST00000349780.4	protein_coding					
hsa_STRBP_0013200	chr9:125932180-125946577|-	chr9:123169901-123184298|-	"hsa_circ_0001888	hsa_circSTRBP_006	hsa-STRBP_0013"			Exon-Exon	699	hg19	ENSG00000165209.14	STRBP	ENST00000348403.5	protein_coding					
hsa_CIZ1_0001200	chr9:130931330-130943078|-	chr9:128169051-128180799|-	"hsa_circ_0088737	hsa_circCIZ1_009	hsa-CIZ1_0005"			Exon-Exon	1692	hg19	ENSG00000148337.15	CIZ1	ENST00000325721.8	protein_coding					
hsa_MPDZ_0017600	chr9:13205034-13250371|-	chr9:13205035-13250372|-	"hsa_circ_0138126	hsa_circMPDZ_010	hsa-MPDZ_0061"	11.0	"13205034-13205106	13205914-13206098	13216772-13216861	13217178-13217293	13219557-13219767	13221370-13221499	13222231-13222445	13223569-13223709	13224372-13224582	13247633-13247800	13250298-13250371"	Exon-Exon	1603	hg19	ENSG00000107186.12	MPDZ	ENST00000546205.1	protein_coding					
hsa_PRRC2B_0002600	chr9:134305476-134314448|+	chr9:131430089-131439061|+	"hsa_circ_0089195	hsa_circPRRC2B_006	hsa-PRRC2B_0001"	4.0	"134305476-134305646	134308003-134308181	134312006-134312109	134314375-134314448"	Exon-Exon	524	hg19	ENSG00000130723.13	PRRC2B	ENST00000405995.1	protein_coding					
hsa_SETX_0016000	chr9:135209994-135229142|-	chr9:132334607-132353755|-	hsa-SETX_0164			Exon-Exon	952	hg19	ENSG00000107290.9	SETX	ENST00000372169.2	protein_coding					
hsa_REXO4_0000600	chr9:136273891-136278041|-	chr9:133408767-133412921|-	"hsa_circ_0138214	hsa_circREXO4_004	hsa-REXO4_0002"	4.0	"136273891-136273966	136276104-136276193	136277418-136277612	136277897-136278041"	Exon-Exon	502	hg19	ENSG00000148300.7	REXO4	ENST00000371942.3	protein_coding					
hsa_CAMSAP1_0004900	chr9:138741982-138758382|-	chr9:135850136-135866536|-	"hsa_circ_0089489	hsa_circCAMSAP1_026	hsa-CAMSAP1_0006"			Exon-Exon	493	hg19	ENSG00000130559.14	CAMSAP1	ENST00000409386.3	protein_coding					
hsa_CAMSAP1_0008000	chr9:138773478-138780119|-	chr9:135881632-135888273|-	"hsa_circ_0138230	hsa_circCAMSAP1_003	hsa-CAMSAP1_0017"	2.0	"138773478-138773640	138774661-138780119"	Intron-Exon-Intron	5620	hg19	ENSG00000130559.14	CAMSAP1	ENST00000409386.3	protein_coding					
hsa_EHMT1_0011200	chr9:140648622-140657272|+	chr9:137754170-137762820|+	"hsa_circ_0089728	hsa_circEHMT1_037	hsa-EHMT1_0010"	3.0	"140648622-140648743	140652331-140652463	140657126-140657272"	Exon-Exon	399	hg19	ENSG00000181090.13	EHMT1	ENST00000460843.1	protein_coding					
hsa_EHMT1_0018900	chr9:140705912-140712590|+	chr9:137811460-137818138|+	"hsa_circ_0001906	hsa_circEHMT1_069	hsa-EHMT1_0001"	7.0	"140705912-140706067	140707457-140707625	140707837-140707982	140708882-140708960	140710398-140710514	140711890-140711977	140712511-140712590"	Exon-Exon	828	hg19	ENSG00000181090.13	EHMT1	ENST00000460843.1	protein_coding					
hsa_CNTLN_0004500	chr9:17235655-17236586|+	chr9:17235657-17236588|+	"hsa_circ_0138340	hsa_circCNTLN_002	hsa-CNTLN_0026"	2.0	"17235655-17235790	17236406-17236586"	Exon-Exon	315	hg19	ENSG00000044459.10	CNTLN	ENST00000380641.4	protein_coding					
hsa_FOCAD_0029600	chr9:20923658-20933102|+	chr9:20923659-20933103|+	"hsa_circ_0008678	hsa_circKIAA1797_086	hsa-FOCAD_0107"	4.0	"20923658-20923767	20926299-20926416	20929356-20929595	20933012-20933102"	Exon-Exon	555	hg19	ENSG00000188352.8	FOCAD	ENST00000380249.1	protein_coding					
hsa_CDKN2B-AS1_0004400	chr9:22046749-22056386|+	chr9:22046750-22056387|+	"hsa_circ_0008574	hsa_circCDKN2B-AS_005	hsa-CDKN2B-AS1_0001"	3.0	"22046749-22046899	22049104-22049227	22056250-22056386"	Exon-Exon	409	hg19	ENSG00000240498.2	CDKN2B-AS1	ENST00000582072.1	antisense					
hsa_CAAP1_0002200	chr9:26861063-26887511|-	chr9:26861065-26887513|-	hsa-CAAP1_0001			Exon-Exon	436	hg19	ENSG00000120159.7	CAAP1	ENST00000333916.5	protein_coding					
hsa_IFT74_0006500	chr9:27009017-27048272|+	chr9:27009019-27048274|+	"hsa_circ_0138561	hsa_circIFT74_010	hsa-IFT74_0011"	8.0	"27009017-27009156	27011903-27011966	27016904-27017048	27018644-27018685	27029022-27029102	27044739-27044793	27047271-27047369	27048145-27048272"	Exon-Exon	746	hg19	ENSG00000096872.11	IFT74	ENST00000443698.1	protein_coding					
hsa_UBAP2_0008800	chr9:33948371-33956144|-	chr9:33948373-33956146|-	"hsa_circ_0007367	hsa_circUBAP2_066	hsa-UBAP2_0015"	3.0	"33948371-33948585	33953282-33953472	33956076-33956144"	Exon-Exon	472	hg19	ENSG00000137073.16	UBAP2	ENST00000421278.2	protein_coding					
hsa_UBAP2_0015700	chr9:33971648-33973235|-	chr9:33971650-33973237|-	"hsa_circ_0001851	hsa_circUBAP2_042	hsa-UBAP2_0013"	2.0	"33971648-33971752	33973180-33973235"	Exon-Exon	159	hg19	ENSG00000137073.16	UBAP2	ENST00000421278.2	protein_coding					
hsa_UBAP2_0019500	chr9:33986757-34017187|-	chr9:33986759-34017189|-	"hsa_circ_0086735	hsa_circUBAP2_008	hsa-UBAP2_0005"	5.0	"33986757-33986835	33988970-33989124	33996220-33996331	33998784-33998862	34017047-34017187"	Exon-Exon	561	hg19	ENSG00000137073.16	UBAP2	ENST00000449054.1	protein_coding					
hsa_UNC13B_0004000	chr9:35295692-35313986|+	chr9:35295695-35313989|+	"hsa_circ_0008518	hsa_circUNC13B_011	hsa-UNC13B_0005"	3.0	"35295692-35295927	35310463-35310778	35313895-35313986"	Exon-Exon	641	hg19	ENSG00000198722.8	UNC13B	ENST00000396787.1	protein_coding					
hsa_CLTA_0000600	chr9:36197547-36204176|+	chr9:36197550-36204179|+	"hsa_circ_0007812	hsa_circCLTA_003	hsa-CLTA_0001"	3.0	"36197547-36197585	36198975-36199093	36204064-36204176"	Exon-Exon	268	hg19	ENSG00000122705.12	CLTA	ENST00000433436.2	protein_coding					
hsa_RNF38_0002200	chr9:36351111-36390613|-	chr9:36351114-36390616|-	"hsa_circ_0087016	hsa_circRNF38_013	hsa-RNF38_0010"	8.0	"36351111-36351196	36352738-36352845	36353166-36353328	36356299-36356470	36357771-36357939	36369715-36369929	36375930-36376124	36390463-36390613"	Exon-Exon	1251	hg19	ENSG00000137075.13	RNF38	ENST00000357058.3	protein_coding					
hsa_KIAA2026_0009100	chr9:5968018-5988545|-	chr9:5968018-5988545|-	"hsa_circ_0138872	hsa_circKIAA2026_001	hsa-KIAA2026_0003"	2.0	"5968018-5969436	5988344-5988545"	Exon-Exon	1619	hg19	ENSG00000183354.7	KIAA2026	ENST00000399933.3	protein_coding					
hsa_C9orf41_0002400	chr9:77611362-77632364|-	chr9:74996446-75017448|-	"hsa_circ_0087220	hsa_circC9orf41_005	hsa-CARNMT1_0001"	5.0	"77611362-77611476	77613513-77613692	77614645-77614786	77631183-77631347	77632168-77632364"	Exon-Exon	794	hg19	ENSG00000156017.8	C9orf41	ENST00000376834.3	protein_coding					
hsa_C9orf41_0003800	chr9:77631183-77632364|-	chr9:75016267-75017448|-	"hsa_circ_0004189	hsa_circC9orf41_003	hsa-CARNMT1_0002"	2.0	"77631183-77631347	77632168-77632364"	Exon-Exon	360	hg19	ENSG00000156017.8	C9orf41	ENST00000376834.3	protein_coding					
hsa_UBQLN1_0000800	chr9:86274694-86301070|-	chr9:83659779-83686155|-	"hsa_circ_0139117	hsa_circUBQLN1_008	hsa-UBQLN1_0016"	10.0	"86274694-86276854	86278789-86278958	86279944-86280060	86281264-86281348	86284099-86284242	86292641-86292876	86293355-86293514	86294689-86294952	86297865-86297981	86300918-86301070"	Intergenic-Exon	3597	hg19	ENSG00000135018.9	UBQLN1	ENST00000376395.4	protein_coding					
hsa_UBQLN1_0006300	chr9:86292641-86293514|-	chr9:83677726-83678599|-	"hsa_circ_0001865	hsa_circUBQLN1_018	hsa-UBQLN1_0011"	2.0	"86292641-86292876	86293355-86293514"	Exon-Exon	394	hg19	ENSG00000135018.9	UBQLN1	ENST00000533705.1	retained_intron					
hsa_UBQLN1_0006500	chr9:86292641-86297981|-	chr9:83677726-83683066|-	"hsa_circ_0006466	hsa_circUBQLN1_013	hsa-UBQLN1_0004"	4.0	"86292641-86292876	86293355-86293514	86294689-86294952	86297865-86297981"	Exon-Exon	773	hg19	ENSG00000135018.9	UBQLN1	ENST00000533705.1	retained_intron					
hsa_UBQLN1_0008100	chr9:86293355-86301070|-	chr9:83678440-83686155|-	"hsa_circ_0087357	hsa_circUBQLN1_004	hsa-UBQLN1_0006"	4.0	"86293355-86293514	86294689-86294952	86297865-86297981	86300918-86301070"	Exon-Exon	690	hg19	ENSG00000135018.9	UBQLN1	ENST00000376395.4	protein_coding					
hsa_UBQLN1_0008800	chr9:86294689-86301070|-	chr9:83679774-83686155|-	"hsa_circ_0008207	hsa_circUBQLN1_003	hsa-UBQLN1_0012"	3.0	"86294689-86294952	86297865-86297981	86300918-86301070"	Exon-Exon	531	hg19	ENSG00000135018.9	UBQLN1	ENST00000376395.4	protein_coding					
hsa_AGTPBP1_0004700	chr9:88200377-88211364|-	chr9:85585462-85596449|-	"hsa_circ_0087385	hsa_circAGTPBP1_075	hsa-AGTPBP1_0010"	6.0	"88200377-88200509	88201745-88201875	88203212-88203393	88204442-88204596	88207474-88207619	88211276-88211364"	Exon-Exon	830	hg19	ENSG00000135049.11	AGTPBP1	ENST00000357081.3	protein_coding					
hsa_AGTPBP1_0013800	chr9:88233897-88248289|-	chr9:85618982-85633374|-	"hsa_circ_0001868	hsa_circAGTPBP1_058	hsa-AGTPBP1_0009"	4.0	"88233897-88234046	88234129-88234216	88236116-88236200	88247576-88248289"	Exon-Exon	1033	hg19	ENSG00000135049.11	AGTPBP1	ENST00000357081.3	protein_coding					
hsa_SYK_0001200	chr9:93607715-93641235|+	chr9:90845433-90878953|+	hsa-SYK_0020			Exon-Exon	1164	hg19	ENSG00000165025.10	SYK	ENST00000375754.4	protein_coding					
hsa_IARS_0006700	chr9:95009658-95014167|-	chr9:92247376-92251885|-	"hsa_circ_0087483	hsa_circIARS_046	hsa-IARS_0010"	5.0	"95009658-95009833	95012139-95012223	95012468-95012571	95012994-95013116	95014089-95014167"	Exon-Exon	562	hg19	ENSG00000196305.13	IARS	ENST00000375629.3	protein_coding					
hsa_IARS_0009800	chr9:95018961-95032265|-	chr9:92256679-92269983|-	"hsa_circ_0006702	hsa_circIARS_023	hsa-IARS_0007"	8.0	"95018961-95019082	95021135-95021280	95022432-95022516	95025250-95025337	95027210-95027405	95027761-95027835	95030455-95030582	95032166-95032265"	Exon-Exon	932	hg19	ENSG00000196305.13	IARS	ENST00000375629.3	protein_coding					
hsa_IARS_0012900	chr9:95030455-95032265|-	chr9:92268173-92269983|-	"hsa_circ_0008367	hsa_circIARS_020	hsa-IARS_0009"	2.0	"95030455-95030582	95032166-95032265"	Exon-Exon	226	hg19	ENSG00000196305.13	IARS	ENST00000375629.3	protein_coding					
hsa_FAM120A_0001400	chr9:96233422-96238620|+	chr9:93471140-93476338|+	"hsa_circ_0008193	hsa_circFAM120A_005	hsa-FAM120A_0002"	2.0	"96233422-96233669	96238537-96238620"	Exon-Exon	330	hg19	ENSG00000048828.12	FAM120A	ENST00000375389.3	protein_coding					
hsa_SLC35D2_0006800	chr9:99119692-99130587|-	chr9:96357410-96368305|-	hsa-SLC35D2_0020			Intron-Exon-Intron	2932	hg19	ENSG00000130958.7	SLC35D2	ENST00000375259.4	protein_coding					
hsa_MID1_0002500	chrX:10491131-10535643|-	chrX:10523091-10567603|-	"hsa_circ_0007718	hsa_circMID1_004	hsa-MID1_0001"	2.0	"10491131-10491227	10534927-10535643"	Exon-Exon	812	hg19	ENSG00000101871.10	MID1	ENST00000413894.1	protein_coding					
hsa_MID1_0003100	chrX:10534927-10535643|-	chrX:10566887-10567603|-	"hsa_circ_0007933	hsa_circMID1_003	hsa-MID1_0002"	1.0	10534927-10535643	Exon-Exon	716	hg19	ENSG00000101871.10	MID1	ENST00000413894.1	protein_coding					
hsa_MORC4_0001400	chrX:106184775-106205340|-	chrX:106941545-106962110|-	"hsa_circ_0139531	hsa_circMORC4_004	hsa-MORC4_0004"			Exon-Exon	1552	hg19	ENSG00000133131.10	MORC4	ENST00000255495.7	protein_coding					
hsa_WDR44_0003500	chrX:117521302-117527234|+	chrX:118387339-118393271|+	hsa-WDR44_0046			Exon-Exon	715	hg19	ENSG00000131725.9	WDR44	ENST00000254029.3	protein_coding					
hsa_THOC2_0001300	chrX:122744768-122748040|-	chrX:123610917-123614189|-	"hsa_circ_0139678	hsa_circTHOC2_034	hsa-THOC2_0001"	5.0	"122744768-122744814	122745290-122745367	122747249-122747407	122747489-122747559	122747902-122748040"	Exon-Exon	489	hg19	ENSG00000125676.15	THOC2	ENST00000448128.1	protein_coding					
hsa_OCRL_0000400	chrX:128674720-128722240|+	chrX:129540743-129588263|+	"hsa_circ_0091483	hsa_circOCRL_003	hsa-OCRL_0005"	20.0	"128674720-128674800	128678934-128679014	128682539-128682578	128691301-128691412	128691837-128691927	128692609-128692730	128692816-128692978	128694526-128694628	128695155-128695270	128696360-128696477	128696575-128696763	128699748-128699860	128701230-128701340	128703240-128703376	128709116-128709227	128709873-128710039	128710293-128710529	128718320-128718344	128720978-128721095	128722155-128722240"	Exon-Exon	2302	hg19	ENSG00000122126.11	OCRL	ENST00000371113.4	protein_coding					
hsa_chrX_0145700	chrX:139865339-139866824|+	chrX:140783174-140784659|+	"hsa_circ_0001946	hsa_circCDR1_001	hsa-CDR1_0001"	1.0	139865339-139866824	Intergenic-Intergenic	1485	hg19									
hsa_MTMR1_0000800	chrX:149867667-149905920|+	chrX:150699194-150737448|+	"hsa_circ_0091683	hsa_circMTMR1_001	hsa-MTMR1_0011"			Exon-Exon	1327	hg19	ENSG00000063601.12	MTMR1	ENST00000445323.2	protein_coding					
hsa_DKC1_0001400	chrX:153996576-153997585|+	chrX:154768301-154769310|+	"hsa_circ_0007100	hsa_circDKC1_007	hsa-DKC1_0006"	2.0	"153996576-153996707	153997441-153997585"	Exon-Exon	275	hg19	ENSG00000130826.11	DKC1	ENST00000369550.5	protein_coding					
hsa_MAP3K15_0003500	chrX:19475030-19482524|-	chrX:19456912-19464406|-	"hsa_circ_0090031	hsa_circMAP3K15_001	hsa-MAP3K15_0001"	3.0	"19475030-19475137	19478102-19478271	19482330-19482524"	Exon-Exon	470	hg19	ENSG00000180815.10	MAP3K15	ENST00000338883.4	protein_coding					
hsa_POLA1_0000800	chrX:24717541-24844718|+	chrX:24699424-24826601|+	hsa-POLA1_0082	31.0	"24717541-24717666	24721367-24721464	24722505-24722586	24732670-24732786	24733257-24733320	24734478-24734571	24735000-24735088	24735406-24735608	24735696-24735875	24741271-24741384	24742451-24742568	24744097-24744172	24745049-24745188	24745898-24746053	24750486-24750571	24751871-24751933	24753515-24753605	24755741-24755858	24757491-24757667	24759491-24759621	24760118-24760238	24761346-24761446	24763534-24763659	24766427-24766577	24766986-24767109	24828014-24828047	24828824-24828917	24830774-24830980	24833095-24833228	24839568-24839700	24844543-24844718"	Exon-Exon	3693	hg19	ENSG00000101868.6	POLA1	ENST00000379068.3	protein_coding					
hsa_HUWE1_0014700	chrX:53588716-53589205|-	chrX:53561755-53562244|-	"hsa_circ_0090739	hsa_circHUWE1_120	hsa-HUWE1_0022"	2.0	"53588716-53588885	53589071-53589205"	Exon-Exon	303	hg19	ENSG00000086758.11	HUWE1	ENST00000262854.6	protein_coding					
hsa_HUWE1_0034500	chrX:53672262-53707139|-	chrX:53645310-53680186|-	"hsa_circ_0002724	hsa_circHUWE1_005	hsa-HUWE1_0005"	5.0	"53672262-53672415	53674310-53674517	53675154-53675253	53681006-53681075	53707001-53707139"	Exon-Exon	666	hg19	ENSG00000086758.11	HUWE1	ENST00000262854.6	protein_coding					
hsa_ATRX_0014700	chrX:76888694-76912143|-	chrX:77633206-77656653|-	"hsa_circ_0140608	hsa_circATRX_023	hsa-ATRX_0053"	7.0	"76888694-76888872	76889053-76889200	76890084-76890194	76891405-76891547	76907603-76907843	76909587-76909690	76912049-76912143"	Exon-Exon	1014	hg19	ENSG00000085224.16	ATRX	ENST00000373344.5	protein_coding					
