exorbase	hg19	hg38	circBase ID	Gene symbol	Gene type	Sample type	Tumor frequency of EVPs(Sample number)	Benign frequency of EVPs(Sample number)	Healthy frequency of EVPs(Sample number)	Urine frequency of EVPs(Sample number)	CSF frequency of EVPs(Sample number)	Bile frequency of EVPs(Sample number)	Tumor frequency(Sample number)	Healthy frequency(Sample number)	Urine frequency(Sample number)	CSF frequency(Sample number)	Tumor mean(EVPs)	Benign mean(EVPs)	Healthy mean(EVPs)	Urine mean(EVPs)	CSF mean(EVPs)	Bile mean(EVPs)	Tumor mean	Healthy mean	Urine mean	CSF mean	Diff group
exo_circ_111676	chr17:65941524-65944422|+	chr17:67945408-67948306|+	hsa_circ_0000798	BPTF	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine;Urine	0.85(1552)	0.86(372)	0.906(244)	0.624(125)	0.2(5)	0.143(21)	0.818(385)	0.823(175)	0.667(30)	0(4)	75.52384	89.061828	78.840164	3.485939	24.8	2.047619	162.706494	128.994286	19.6	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in ML(down);EVPs in Urine(down);CHB(down);CSF(down);NSCLC(up);Urine(down)
exo_circ_111771	chr17:67270083-67280213|-	chr17:69273942-69284072|-	NA	ABCA5	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine;Urine	0.231(1552)	0.199(372)	0.135(244)	0.224(125)	0.2(5)	0.095(21)	0.668(385)	0.491(175)	0.133(30)	0(4)	5.826675	7.362903	3.581967	0.620004	18.8	0.380952	15.909091	9.194286	0.7	0.0	EVPs in BRCA(up);EVPs in CRC(up);EVPs in OV(up);EVPs in SCLC(up);EVPs in Urine(down);CHB(down);CRC(up);GC(up);Urine(down)
exo_circ_111829	chr17:73238416-73239651|-	chr17:75242335-75243570|-	hsa_circ_0003684	GGA3	protein coding gene	EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.523(1552)	0.495(372)	0.43(244)	0.32(125)	0(5)	0.143(21)	0(385)	0(175)	0.3(30)	0(4)	19.583119	20.768817	16.209016	0.292638	0.0	1.190476	0.0	0.0	9.5	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in OV(up);EVPs in Urine(down);Urine(up)
exo_circ_111934	chr17:74477456-74484214|-	chr17:76481374-76488132|-	NA	RHBDF2	protein coding gene	Blood;EVPs in Blood	0.003(1552)	0.005(372)	0(244)	0(125)	0(5)	0(21)	0.018(385)	0.011(175)	0(30)	0(4)	0.058634	0.032258	0.0	0.0	0.0	0.0	0.054545	0.011429	0.0	0.0	NA
exo_circ_112218	chr17:80521229-80526077|+	chr17:82563353-82568201|+	hsa_circ_0000816	FOXK2	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine	0.604(1552)	0.548(372)	0.533(244)	0.44(125)	0.2(5)	0.143(21)	0.023(385)	0.097(175)	0(30)	0(4)	31.138531	31.389785	27.241803	0.944725	20.2	3.619048	0.685714	4.48	0.0	0.0	EVPs in GBM(down);EVPs in KIRC(up);EVPs in MEL(down);EVPs in OV(up);EVPs in Urine(down);CRC(down);HCC(down)
exo_circ_112221	chr17:80521229-80545148|+	chr17:82563353-82587272|+	hsa_circ_0046430	FOXK2	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.012(1552)	0.005(372)	0.016(244)	0.096(125)	0(5)	0(21)	0.073(385)	0.011(175)	0(30)	0(4)	0.467784	0.040323	0.168033	0.038764	0.0	0.0	0.296104	0.022857	0.0	0.0	EVPs in Urine(down);CRC(up);GC(up)
exo_circ_112296	chr18:196636-204692|+	chr18:196636-204692|+	hsa_circ_0005653	USP14	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.146(1552)	0.142(372)	0.115(244)	0.128(125)	0(5)	0(21)	0.109(385)	0.189(175)	0(30)	0(4)	3.512887	5.02957	1.967213	0.084337	0.0	0.0	1.166234	2.188571	0.0	0.0	EVPs in Bile(down);EVPs in CRC(up);EVPs in GBM(down);EVPs in KIRC(down);EVPs in MEL(down);EVPs in ML(down);CHB(down);ESCA(down);NSCLC(down);Urine(down)
exo_circ_112324	chr18:683245-706578|-	chr18:683245-706578|-	hsa_circ_0046681	ENOSF1	protein coding gene	Blood;EVPs in Blood	0.006(1552)	0.005(372)	0.004(244)	0(125)	0(5)	0(21)	0.01(385)	0.006(175)	0(30)	0(4)	0.143686	0.05914	0.02459	0.0	0.0	0.0	0.057143	0.005714	0.0	0.0	NA
exo_circ_112493	chr18:2951052-2960847|-	chr18:2951054-2960849|-	hsa_circ_0007238	LPIN2	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.046(1552)	0.032(372)	0.029(244)	0.216(125)	0(5)	0(21)	0.042(385)	0.063(175)	0(30)	0(4)	0.690077	0.701613	1.754098	0.240679	0.0	0.0	0.145455	0.251429	0.0	0.0	EVPs in SCLC(up);EVPs in Urine(down);HCC(down)
exo_circ_112609	chr18:7949178-7955412|+	chr18:7949180-7955414|+	hsa_circ_0004618	PTPRM	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.042(1552)	0.027(372)	0.016(244)	0.048(125)	0(5)	0(21)	0.018(385)	0.017(175)	0(30)	0(4)	0.842139	0.602151	0.278689	0.016564	0.0	0.0	0.05974	0.057143	0.0	0.0	EVPs in BRCA(up);EVPs in CRC(up)
exo_circ_112634	chr18:8714136-8720494|+	chr18:8714138-8720496|+	NA	MTCL1	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.093(1552)	0.051(372)	0.066(244)	0.408(125)	0(5)	0.381(21)	0.532(385)	0.394(175)	0.2(30)	0(4)	1.599871	1.25	0.737705	1.200053	0.0	16.904762	8.675325	5.365714	2.7	0.0	EVPs in Bile(up);EVPs in CRC(up);EVPs in OV(up);EVPs in Urine(up);CHB(down);CRC(up);GC(up)
exo_circ_112661	chr18:9182379-9211782|+	chr18:9182381-9211784|+	NA	ANKRD12	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.174(1552)	0.129(372)	0.242(244)	0.088(125)	0(5)	0(21)	0.54(385)	0.309(175)	0(30)	0(4)	3.512887	3.564516	5.262295	0.026496	0.0	0.0	8.509091	2.742857	0.0	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in GC(down);EVPs in MEL(down);EVPs in ML(down);EVPs in NSCLC(down);EVPs in Urine(down);CHB(down);CRC(up);NSCLC(up);Urine(down)
exo_circ_112662	chr18:9182379-9216898|+	chr18:9182381-9216900|+	NA	ANKRD12	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.12(1552)	0.108(372)	0.102(244)	0.072(125)	0(5)	0(21)	0.042(385)	0.029(175)	0(30)	0(4)	1.855026	2.58871	1.389344	0.051423	0.0	0.0	0.046753	0.034286	0.0	0.0	EVPs in Bile(down);EVPs in CRC(up);EVPs in GBM(down);EVPs in KIRC(down);EVPs in MEL(down)
exo_circ_112731	chr18:9577061-9595151|-	chr18:9577063-9595153|-	NA	PPP4R1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.012(1552)	0.003(372)	0.012(244)	0.064(125)	0(5)	0(21)	0.018(385)	0.011(175)	0(30)	0(4)	0.271907	0.032258	0.348361	0.6616	0.0	0.0	0.090909	0.011429	0.0	0.0	NA
exo_circ_112846	chr18:12493070-12546903|-	chr18:12493071-12546904|-	NA	SPIRE1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.024(1552)	0.013(372)	0.012(244)	0.088(125)	0(5)	0(21)	0.008(385)	0.011(175)	0(30)	0(4)	0.280284	0.075269	0.090164	0.025177	0.0	0.0	0.01039	0.057143	0.0	0.0	EVPs in Urine(down)
exo_circ_112922	chr18:12999419-13008630|+	chr18:12999420-13008631|+	hsa_circ_0000830	CEP192	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.096(1552)	0.067(372)	0.086(244)	0.048(125)	0(5)	0(21)	0.156(385)	0.16(175)	0(30)	0(4)	2.325387	2.126344	1.545082	0.01519	0.0	0.0	0.812987	0.868571	0.0	0.0	EVPs in MEL(down);CHB(down);Urine(down)
exo_circ_113079	chr18:13666477-13682104|-	chr18:13666478-13682105|-	NA	FAM210A	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.053(1552)	0.048(372)	0.029(244)	0.12(125)	0(5)	0.048(21)	0.405(385)	0.286(175)	0.033(30)	0(4)	0.664304	1.201613	0.360656	0.180672	0.0	0.047619	2.994805	1.434286	0.033333	0.0	EVPs in CRC(up);EVPs in SCLC(up);CHB(down);CRC(up);NSCLC(up);GC(up);Urine(down)
exo_circ_113083	chr18:13681603-13682104|-	chr18:13681604-13682105|-	hsa_circ_0003979	FAM210A	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.122(1552)	0.086(372)	0.115(244)	0.2(125)	0(5)	0.048(21)	0.042(385)	0.029(175)	0(30)	0(4)	2.821521	2.255376	2.577869	0.085243	0.0	0.571429	0.238961	0.034286	0.0	0.0	EVPs in MEL(down);CRC(up);GC(up)
exo_circ_113286	chr18:20516716-20529676|+	chr18:22936753-22949713|+	NA	RBBP8	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.233(1552)	0.207(372)	0.25(244)	0.272(125)	0(5)	0.048(21)	0.19(385)	0.091(175)	0(30)	0(4)	5.310567	6.36828	7.02459	0.265957	0.0	0.190476	10.023377	2.645714	0.0	0.0	EVPs in GC(down);EVPs in MEL(down);CRC(up);HCC(up);GC(up)
exo_circ_113542	chr18:29218606-29246335|-	chr18:31638643-31666372|-	NA	B4GALT6	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.289(1552)	0.269(372)	0.303(244)	0.24(125)	0(5)	0(21)	0.725(385)	0.571(175)	0.033(30)	0(4)	6.661082	8.02957	8.717213	0.337836	0.0	0.0	37.812987	24.2	0.033333	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in GC(down);EVPs in KIRC(down);EVPs in MEL(down);EVPs in ML(down);EVPs in Urine(down);CHB(down);NSCLC(up);GC(up);Urine(down)
exo_circ_113917	chr18:39607406-39629569|+	chr18:42027442-42049605|+	hsa_circ_0007765	PIK3C3	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine	0.597(1552)	0.556(372)	0.701(244)	0.408(125)	0.4(5)	0.048(21)	0.753(385)	0.651(175)	0(30)	0(4)	23.725515	20.787634	30.758197	1.055782	3.8	0.095238	269.05974	162.228571	0.0	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in ML(down);EVPs in NSCLC(down);EVPs in SCLC(down);EVPs in Urine(down);CHB(down);CRC(up);NSCLC(up);MGUS(down);GC(up);Urine(down)
exo_circ_114178	chr18:45394693-45423180|-	chr18:47868322-47896809|-	hsa_circ_0047612	SMAD2	protein coding gene	Blood;EVPs in Blood;EVPs in CSF;EVPs in Urine	0.059(1552)	0.051(372)	0.061(244)	0.088(125)	0.2(5)	0(21)	0.158(385)	0.046(175)	0(30)	0(4)	0.849871	0.497312	1.401639	0.050862	8.6	0.0	1.124675	0.485714	0.0	0.0	HCC(up);MM(up)
exo_circ_114348	chr18:51797729-51813781|+	chr18:54271359-54287411|+	hsa_circ_0047721	POLI	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.062(1552)	0.043(372)	0.037(244)	0.12(125)	0(5)	0.048(21)	0.296(385)	0.24(175)	0(30)	0(4)	1.079897	1.043011	0.172131	0.059818	0.0	0.095238	1.581818	1.531429	0.0	0.0	EVPs in BRCA(up);EVPs in CRC(up);EVPs in OV(up);EVPs in Urine(down);CHB(down);Urine(down)
exo_circ_115040	chr18:74561481-74672811|+	chr18:76849525-76960855|+	NA	ZNF236	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.003(1552)	0(372)	0(244)	0.008(125)	0(5)	0(21)	0.036(385)	0.017(175)	0(30)	0(4)	0.049613	0.0	0.0	0.008427	0.0	0.0	0.335065	0.125714	0.0	0.0	NA
exo_circ_115091	chr18:76856475-76886375|+	chr18:79096475-79126375|+	hsa_circ_0002485	ATP9B	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.245(1552)	0.185(372)	0.193(244)	0.264(125)	0(5)	0(21)	0.681(385)	0.566(175)	0.033(30)	0(4)	5.294459	4.110215	4.405738	0.351873	0.0	0.0	20.116883	15.308571	0.366667	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in GC(down);EVPs in MEL(down);CHB(down);CRC(up);GC(up);Urine(down)
exo_circ_115319	chr19:3623685-3624160|-	chr19:3623687-3624162|-	hsa_circ_0002661	CACTIN	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.142(1552)	0.145(372)	0.123(244)	0.144(125)	0(5)	0(21)	0.096(385)	0.063(175)	0(30)	0(4)	3.642397	5.086022	3.057377	0.051445	0.0	0.0	0.566234	0.92	0.0	0.0	EVPs in CRC(up);EVPs in MEL(down)
exo_circ_115357	chr19:4408899-4409756|+	chr19:4408902-4409759|+	hsa_circ_0048607	CHAF1A	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.024(1552)	0.011(372)	0.016(244)	0.048(125)	0(5)	0(21)	0.036(385)	0.029(175)	0.033(30)	0(4)	0.33634	0.115591	0.090164	0.050472	0.0	0.0	0.150649	0.182857	0.166667	0.0	NA
exo_circ_115368	chr19:4430545-4432204|+	chr19:4430548-4432207|+	hsa_circ_0006240	CHAF1A	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.02(1552)	0.008(372)	0(244)	0.072(125)	0(5)	0(21)	0.07(385)	0.086(175)	0.033(30)	0(4)	0.514175	0.166667	0.0	0.018107	0.0	0.0	1.94026	0.548571	0.233333	0.0	EVPs in BRCA(up);EVPs in CRC(up);EVPs in HCC(up);EVPs in NSCLC(up);EVPs in PDAC(up);EVPs in Urine(up);ESCA(down)
exo_circ_115390	chr19:5039846-5041262|+	chr19:5039835-5041251|+	hsa_circ_0006461	KDM4B	protein coding gene	EVPs in Blood;EVPs in Urine	0.037(1552)	0.035(372)	0.045(244)	0.032(125)	0(5)	0(21)	0(385)	0.011(175)	0(30)	0(4)	0.632088	0.72043	0.918033	0.043777	0.0	0.0	0.0	0.045714	0.0	0.0	NA
exo_circ_115391	chr19:5039846-5047680|+	chr19:5039835-5047669|+	hsa_circ_0004720	KDM4B	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.09(1552)	0.086(372)	0.049(244)	0.152(125)	0(5)	0.048(21)	0.044(385)	0.046(175)	0(30)	0(4)	1.698454	3.069892	1.290984	0.133688	0.0	2.238095	0.379221	0.468571	0.0	0.0	EVPs in Benign(up);EVPs in MEL(down);EVPs in Urine(down)
exo_circ_115400	chr19:5131086-5144913|+	chr19:5131075-5144902|+	hsa_circ_0048713	KDM4B	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.012(1552)	0.013(372)	0.008(244)	0.008(125)	0(5)	0(21)	0.008(385)	0.011(175)	0(30)	0(4)	0.626933	0.271505	0.061475	0.001702	0.0	0.0	0.012987	0.057143	0.0	0.0	NA
exo_circ_115483	chr19:6230580-6270770|-	chr19:6230569-6270759|-	hsa_circ_0004594	AC011471.2	lncRNA gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.093(1552)	0.073(372)	0.049(244)	0.064(125)	0(5)	0.048(21)	0.166(385)	0.149(175)	0.033(30)	0(4)	1.418814	1.58871	0.897541	0.034374	0.0	0.047619	0.727273	0.834286	0.066667	0.0	EVPs in BRCA(up);EVPs in CRC(up);MM(up)
exo_circ_115581	chr19:8530207-8539128|+	chr19:8465323-8474244|+	hsa_circ_0049072	HNRNPM	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.15(1552)	0.083(372)	0.094(244)	0.224(125)	0(5)	0.143(21)	0.421(385)	0.223(175)	0.167(30)	0(4)	2.972294	1.591398	2.155738	0.163128	0.0	0.333333	4.750649	2.428571	1.333333	0.0	EVPs in MEL(down);EVPs in OV(up);EVPs in Urine(down);CHB(down);CRC(up);HCC(down);NSCLC(up);GC(up)
exo_circ_115816	chr19:11018714-11019883|+	chr19:10908038-10909207|+	hsa_circ_0049351	CARM1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.015(1552)	0.024(372)	0.008(244)	0.008(125)	0(5)	0(21)	0.013(385)	0.023(175)	0(30)	0(4)	0.387242	1.658602	0.77459	0.000835	0.0	0.0	0.028571	0.028571	0.0	0.0	HCC(down)
exo_circ_115817	chr19:11022859-11027453|+	chr19:10912183-10916777|+	hsa_circ_0049353	CARM1	protein coding gene	EVPs in Blood;EVPs in Urine	0.006(1552)	0.008(372)	0.004(244)	0.008(125)	0(5)	0(21)	0.003(385)	0.006(175)	0(30)	0(4)	0.173325	0.209677	0.004098	0.00057	0.0	0.0	0.007792	0.005714	0.0	0.0	NA
exo_circ_116088	chr19:16192722-16212219|+	chr19:16081912-16101409|+	NA	TPM4	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.173(1552)	0.145(372)	0.119(244)	0.056(125)	0(5)	0(21)	0.543(385)	0.4(175)	0.033(30)	0(4)	3.24549	3.516129	1.672131	0.006524	0.0	0.0	6.67013	4.228571	0.1	0.0	EVPs in Bile(down);EVPs in CRC(up);EVPs in KIRC(down);EVPs in MEL(down);EVPs in Urine(down);CHB(down);CRC(up);NSCLC(up);GC(up);Urine(down)
exo_circ_116271	chr19:18650180-18650530|-	chr19:18539370-18539720|-	hsa_circ_0000915	FKBP8	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine	0.427(1552)	0.341(372)	0.475(244)	0.488(125)	0.2(5)	0.238(21)	0.322(385)	0.24(175)	0(30)	0(4)	11.814433	13.002688	13.233607	1.421733	0.2	6.047619	4.142857	3.045714	0.0	0.0	EVPs in MEL(down);EVPs in ML(down);EVPs in Urine(down);CHB(down);ESCA(up);HCC(down);Urine(down)
exo_circ_116326	chr19:19675741-19680393|-	chr19:19564932-19569584|-	hsa_circ_0005126	PBX4	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.093(1552)	0.067(372)	0.074(244)	0.2(125)	0(5)	0(21)	0.421(385)	0.303(175)	0(30)	0(4)	1.512887	1.739247	1.286885	0.099146	0.0	0.0	4.301299	3.177143	0.0	0.0	EVPs in CRC(up);EVPs in MEL(down);EVPs in NSCLC(down);EVPs in Urine(down);CHB(down);CRC(up);ESCA(up);NSCLC(up);MM(up);Urine(down)
exo_circ_116680	chr19:34685382-34706566|+	chr19:34194477-34215661|+	hsa_circ_0008030	LSM14A	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.151(1552)	0.153(372)	0.111(244)	0.088(125)	0(5)	0(21)	0.374(385)	0.383(175)	0.033(30)	0(4)	0.905928	1.206989	1.409836	0.204694	0.0	0.0	1.212987	1.291429	0.033333	0.0	EVPs in MEL(down);CHB(down);HCC(down);Urine(down)
exo_circ_116756	chr19:34942885-34957919|+	chr19:34451980-34467014|+	hsa_circ_0006186	UBA2	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.055(1552)	0.03(372)	0.045(244)	0.176(125)	0(5)	0(21)	0.156(385)	0.137(175)	0(30)	0(4)	0.593428	0.22043	0.389344	0.117939	0.0	0.0	2.493506	1.502857	0.0	0.0	EVPs in CRC(up);EVPs in Urine(down);GC(up)
exo_circ_116902	chr19:38597176-38610522|+	chr19:38106536-38119882|+	NA	SIPA1L3	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.078(1552)	0.091(372)	0.066(244)	0.2(125)	0(5)	0.048(21)	0.177(385)	0.234(175)	0.067(30)	0(4)	1.296392	2.620968	1.454918	0.127793	0.0	0.238095	0.701299	1.102857	1.333333	0.0	EVPs in OV(up);EVPs in SCLC(up);EVPs in Urine(down);CHB(down);NSCLC(down);MGUS(down)
exo_circ_116907	chr19:38631823-38633350|+	chr19:38141183-38142710|+	hsa_circ_0006670	SIPA1L3	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.553(1552)	0.581(372)	0.582(244)	0.6(125)	0(5)	0.19(21)	0.735(385)	0.749(175)	0.7(30)	0(4)	10.841495	11.016129	11.053279	3.465	0.0	2.047619	22.864935	24.96	37.233333	0.0	EVPs in GBM(down);EVPs in MEL(down);CHB(down);MGUS(down)
exo_circ_117274	chr19:47597226-47597865|-	chr19:47093969-47094608|-	NA	ZC3H4	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.14(1552)	0.094(372)	0.127(244)	0.144(125)	0(5)	0(21)	0.348(385)	0.331(175)	0(30)	0(4)	2.866624	2.008065	1.581967	0.054944	0.0	0.0	5.924675	5.645714	0.0	0.0	EVPs in Bile(down);EVPs in BRCA(up);EVPs in MEL(down);EVPs in ML(down);EVPs in NSCLC(down);ESCA(up);HCC(down);NSCLC(up);Urine(down)
exo_circ_117464	chr19:52579296-52592255|-	chr19:52076043-52089002|-	hsa_circ_0008749	ZNF841	protein coding gene	Blood;EVPs in Blood;EVPs in CSF;EVPs in Urine;Urine	0.148(1552)	0.121(372)	0.176(244)	0.304(125)	0.2(5)	0(21)	0.343(385)	0.331(175)	0.2(30)	0(4)	2.951031	2.927419	5.635246	0.414968	0.6	0.0	2.446753	2.497143	2.466667	0.0	EVPs in MEL(down);EVPs in ML(down);EVPs in NSCLC(down);EVPs in PDAC(down);CHB(down);NSCLC(up)
exo_circ_117598	chr19:54969492-54969700|+	chr19:54458313-54458521|+	NA	LENG8	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.056(1552)	0.027(372)	0.029(244)	0.048(125)	0(5)	0(21)	0.41(385)	0.297(175)	0(30)	0(4)	0.75	0.346774	0.233607	0.018055	0.0	0.0	2.8	1.691429	0.0	0.0	EVPs in BRCA(up);EVPs in PDAC(up);CHB(down);Urine(down)
exo_circ_118258	chr20:17928129-17932239|-	chr20:17947485-17951595|-	hsa_circ_0059501	SNX5	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.1(1552)	0.102(372)	0.049(244)	0.008(125)	0(5)	0(21)	0.39(385)	0.274(175)	0(30)	0(4)	1.832474	2.180108	0.733607	0.007178	0.0	0.0	2.745455	2.302857	0.0	0.0	EVPs in Benign(up);EVPs in BRCA(up);EVPs in CRC(up);EVPs in MEL(down);EVPs in PDAC(up);EVPs in Urine(down);CHB(down);MM(up);Urine(down)
exo_circ_118726	chr20:30954186-30956926|+	chr20:32366383-32369123|+	hsa_circ_0001136	ASXL1	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.479(1552)	0.376(372)	0.373(244)	0.472(125)	0(5)	0.333(21)	0.574(385)	0.629(175)	0(30)	0(4)	13.012242	11.508065	8.254098	1.882884	0.0	5.809524	63.428571	53.234286	0.0	0.0	EVPs in BRCA(up);EVPs in CRC(up);EVPs in GBM(down);EVPs in MEL(down);CHB(down);ESCA(up);Liver_Cirrhosis(up);NSCLC(up);Urine(down)
exo_circ_118933	chr20:33057852-33080402|+	chr20:34470047-34492597|+	hsa_circ_0059957	ITCH	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine;Urine	0.459(1552)	0.43(372)	0.41(244)	0.272(125)	0.2(5)	0.048(21)	0.571(385)	0.377(175)	0.2(30)	0(4)	21.077964	23.174731	14.381148	0.434688	6.2	1.0	26.883117	17.085714	4.866667	0.0	EVPs in Bile(down);EVPs in BRCA(up);EVPs in CRC(up);EVPs in GBM(down);EVPs in MEL(down);EVPs in Urine(down);CHB(down);CRC(up);NSCLC(up);Urine(down)
exo_circ_119065	chr20:34243123-34246936|-	chr20:35655201-35659014|-	hsa_circ_0005587	AL109827.1	protein coding gene	Blood;EVPs in Blood	0.021(1552)	0.011(372)	0.029(244)	0(125)	0(5)	0(21)	0.047(385)	0.051(175)	0(30)	0(4)	0.392397	0.400538	0.860656	0.0	0.0	0.0	0.298701	0.314286	0.0	0.0	EVPs in BRCA(down);HCC(down);NSCLC(down)
exo_circ_119140	chr20:34388015-34389527|+	chr20:35800093-35801605|+	NA	PHF20	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.044(1552)	0.04(372)	0.057(244)	0.024(125)	0(5)	0(21)	0.657(385)	0.537(175)	0(30)	0(4)	0.333119	0.198925	0.528689	0.003674	0.0	0.0	12.103896	7.811429	0.0	0.0	EVPs in OV(down);EVPs in SCLC(down);EVPs in Urine(down);CHB(down);NSCLC(up);MM(up);GC(up);Urine(down)
exo_circ_119165	chr20:34430494-34446303|+	chr20:35842572-35858381|+	hsa_circ_0007130	PHF20	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.124(1552)	0.097(372)	0.102(244)	0.136(125)	0(5)	0.095(21)	0.468(385)	0.291(175)	0(30)	0(4)	2.310567	2.389785	1.979508	0.051114	0.0	1.47619	3.698701	1.857143	0.0	0.0	CHB(down);NSCLC(up);Urine(down)
exo_circ_119236	chr20:35288739-35299800|-	chr20:36660336-36671397|-	hsa_circ_0007094	NDRG3	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.113(1552)	0.108(372)	0.057(244)	0.216(125)	0(5)	0.048(21)	0.029(385)	0.143(175)	0(30)	0(4)	2.448454	2.900538	1.004098	0.217974	0.0	0.190476	0.14026	0.737143	0.0	0.0	EVPs in BRCA(up);EVPs in CRC(up);EVPs in HCC(up);EVPs in MEL(down);EVPs in OV(up);EVPs in SCLC(up);EVPs in Urine(down);CRC(down);ESCA(down);HCC(down);NSCLC(down);GC(down);Urine(down)
exo_circ_119248	chr20:35421651-35467844|-	chr20:36793248-36839441|-	NA	SOGA1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.024(1552)	0.011(372)	0.025(244)	0.136(125)	0(5)	0(21)	0.068(385)	0.051(175)	0.067(30)	0(4)	0.308634	0.852151	0.118852	0.155598	0.0	0.0	0.272727	0.274286	0.766667	0.0	EVPs in Urine(up)
exo_circ_119335	chr20:35812582-35812776|+	chr20:37184179-37184373|+	hsa_circ_0005759	RPN2	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.072(1552)	0.056(372)	0.037(244)	0.256(125)	0(5)	0.048(21)	0.109(385)	0.063(175)	0(30)	0(4)	0.604381	0.540323	0.885246	0.151415	0.0	0.095238	16.077922	9.777143	0.0	0.0	EVPs in SCLC(down);EVPs in Urine(down);MM(up)
exo_circ_119380	chr20:36694204-36694658|+	chr20:38065802-38066256|+	hsa_circ_0001155	RPRD1B	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.077(1552)	0.048(372)	0.037(244)	0.08(125)	0(5)	0(21)	0.488(385)	0.394(175)	0.033(30)	0(4)	1.420747	0.728495	0.627049	0.018003	0.0	0.0	3.002597	2.714286	0.033333	0.0	EVPs in BRCA(up);EVPs in CRC(up);EVPs in OV(up);CHB(down);MGUS(down);Urine(down)
exo_circ_119504	chr20:39830696-39833706|-	chr20:41202056-41205066|-	hsa_circ_0060394	ZHX3	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.023(1552)	0.016(372)	0.033(244)	0.144(125)	0(5)	0(21)	0.026(385)	0.023(175)	0(30)	0(4)	0.478093	0.271505	0.680328	0.1541	0.0	0.0	0.083117	0.217143	0.0	0.0	NA
